id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1092091406990892412,"Comfy, Sleek 2BR | Walk to Shops & nr US Capitol",561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,241,1,147,2025-08-09,4.19,35,363,3,Exempt
1092091416348754811,DC Views from Balcony | nr Metro & Union station,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,74,2024-08-01,2.22,35,363,0,Exempt
1092091425264606009,Centrally Located DC 1BR w/ Private Balcony,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,191,1,22,2025-08-11,0.67,35,363,4,Exempt
1092110204384832471,H Street English Basement,2875141,Amy,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90232911697072,-76.9840919226408,Entire home/apt,,2,32,2025-01-26,1.68,1,0,13,Hosted License: 5007242201003082
1093170817383420131,Renovated Gaslight Bldg Apt  / Walk to White House,289259344,Sharon,,"Dupont Circle, Connecticut Avenue/K Street",38.9033825,-77.0368589,Entire home/apt,230,2,79,2025-08-31,4.09,24,252,47,Exempt
1093365377607945639,Stylish & Modern Private Retreat in Capitol Hill!,353152177,Plushy,,"Union Station, Stanton Park, Kingman Park",38.89829,-76.986,Entire home/apt,137,2,35,2025-08-16,1.86,3,250,18,Hosted License: 5007242201003290
1093572546648718017,Cozy old-school pad in Park View,8449103,Dmitry,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93529,-77.0231,Entire home/apt,74,3,27,2025-05-31,1.74,1,232,19,Hosted License: 5007242201003492
1094303141029392197,Commuters Dream walk to major attractions!,125043706,Helen,,"Shaw, Logan Circle",38.91074,-77.03107,Entire home/apt,121,1,84,2025-09-17,4.45,1,176,45,Hosted License: 5007242201003125<br />Unhosted License: 5007262201002776
1095052433496838767,Private Unit in Vibrant NW DC,297004882,Jeffrey,,"Brightwood Park, Crestwood, Petworth",38.94487763857793,-77.01816945222083,Entire home/apt,105,1,43,2025-06-16,2.26,1,16,14,Hosted License: 5007242201003294
1095122865023556713,Cozy Spacious Modern 1 BR Condo,557154823,Maria,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9030845,-76.9782626,Entire home/apt,151,2,27,2025-06-16,2.00,1,353,25,Exempt
1095202301721970285,1-BR Pad in the Heart of Petworth / Walk to METRO,562967413,Sharon,,"Brightwood Park, Crestwood, Petworth",38.93856359999999,-77.0238504,Entire home/apt,85,2,72,2025-09-13,3.78,1,253,40,Hosted License: 5007242201003302
